,country,region,incgroup4,parent,child,MEANp,MEANc,SDp,SDc,CAT,DIF,CAT_ISCED0,CAT_ISCED1,CAT_ISCED2,CAT_ISCED34,GEI %,Gender Economic Participation and Opportunity Equality %,Gender Education Attainment Equality %,Gender Health and Survival Equality %,Gender Political Empowerment,sub-region,Political Instability Estimate,IQ,Average Income (USD),"Education expenditure
per inhabitant (USD)","Daily maximum
temperature Celsius"
2997,Norway,Europe & Central Asia,High income,max,daughter,13.110027,15.044414,3.5298402,3.59446,0.63790017,3.2283974,1.0,0.7418943,0.8457092,0.48407173,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
2998,Norway,Europe & Central Asia,High income,max,son,13.045773,14.206821,3.7484317,3.6383197,0.50829881,2.6121428,1.0,0.92439544,0.72852778,0.31770843,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
2999,Norway,Europe & Central Asia,High income,mom,all,11.726758,14.559856,3.7785652,3.6165423,0.65946746,3.9315326,1.0,0.91755688,0.81431454,0.45523903,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3000,Norway,Europe & Central Asia,High income,mom,daughter,11.798575,14.972985,3.6434879,3.5861046,0.71136594,4.2163177,1.0,0.8669365,0.84600431,0.53624892,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3001,Norway,Europe & Central Asia,High income,mom,son,11.658414,14.166713,3.9050236,3.6049266,0.60977894,3.6588745,1.0,0.95154202,0.77756715,0.38331759,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3002,Norway,Europe & Central Asia,High income,avg,all,13.185404,14.869905,3.2462189,3.3760669,0.55702746,3.2495894,0.75457036,1.0,0.77902222,0.45400757,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3003,Norway,Europe & Central Asia,High income,avg,daughter,13.358697,15.285122,3.226367,3.3730178,0.62581366,3.379565,0.52228689,1.0,0.77039093,0.57491684,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3004,Norway,Europe & Central Asia,High income,avg,son,13.020474,14.474728,3.2603815,3.3353205,0.49331591,3.1292028,1.0,1.0,0.78559273,0.33054689,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3005,Norway,Europe & Central Asia,High income,dad,all,13.328843,14.849848,3.6278446,3.3688488,0.63835883,3.3056498,0.80177587,1.0,0.85653585,0.50115168,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3006,Norway,Europe & Central Asia,High income,dad,daughter,13.500611,15.27141,3.5054879,3.3623686,0.72581077,3.4620941,0.52228689,1.0,0.87116748,0.65276188,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3007,Norway,Europe & Central Asia,High income,dad,son,13.166409,14.451195,3.7367902,3.3301752,0.55995643,3.1653943,1.0,1.0,0.84433901,0.35366923,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3008,Norway,Europe & Central Asia,High income,max,all,14.250211,14.869905,3.4456472,3.3760669,0.55219644,2.7121644,0.75457036,1.0,0.81581682,0.43670076,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3009,Norway,Europe & Central Asia,High income,max,daughter,14.356956,15.285122,3.3860261,3.3730178,0.64112097,2.8427961,0.52228689,1.0,0.81676793,0.58007056,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3010,Norway,Europe & Central Asia,High income,max,son,14.148617,14.474728,3.5025473,3.3353205,0.47213924,2.5945587,1.0,1.0,0.81512254,0.29759133,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3011,Norway,Europe & Central Asia,High income,mom,all,12.979287,14.829681,3.6846938,3.3775258,0.66637331,3.6048505,0.8869831,0.93890333,0.88282681,0.51975238,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3012,Norway,Europe & Central Asia,High income,mom,daughter,13.1184,15.236168,3.7218211,3.3914759,0.75259113,3.9055943,0.76695424,0.86094081,0.89536309,0.66355228,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3013,Norway,Europe & Central Asia,High income,mom,son,12.846757,14.442426,3.6484962,3.3221982,0.5915522,3.3438606,1.0,1.0,0.87065876,0.40132615,0.849,0.792,1.0,0.964,0.64,Northern Europe,1.2,99,48278.0,3527.0,9
3014,Nepal,South Asia,Low income,avg,all,0.47192806,0.95669472,1.2950656,2.6291437,0.077437833,0.48476663,0.053198572,0.18437089,0.48330167,0.85843027,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3015,Nepal,South Asia,Low income,avg,daughter,0.36545548,0.27866709,1.0902419,1.5259613,0.018154884,-0.086788394,0.010663809,0.064534917,0.1286108,0.60837299,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3016,Nepal,South Asia,Low income,avg,son,0.57855439,1.6357015,1.465084,3.2544239,0.1368064,1.057147,0.098331228,0.27775943,0.56548953,1.0,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3017,Nepal,South Asia,Low income,dad,all,0.82907158,0.95359439,2.1680346,2.6249409,0.070447139,0.13170248,0.05516953,0.17162788,0.19633302,0.11692858,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3018,Nepal,South Asia,Low income,dad,daughter,0.64537829,0.27739322,1.8606334,1.5225775,0.016988674,-0.3577337,0.013022644,0.045437697,0.0,0.19312376,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3019,Nepal,South Asia,Low income,dad,son,1.0133822,1.6320684,2.4254327,3.2509124,0.12416242,0.62348986,0.1000943,0.26816878,0.27879179,0.10187147,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3020,Nepal,South Asia,Low income,max,all,0.83084971,0.95669472,2.1588893,2.6291437,0.070679218,0.1281127,0.053198572,0.1868566,0.19633302,0.11692858,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3021,Nepal,South Asia,Low income,max,daughter,0.64945865,0.27866709,1.8402044,1.5259613,0.017054975,-0.37002292,0.010663809,0.06514132,0.0,0.19312376,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3022,Nepal,South Asia,Low income,max,son,1.0125027,1.6357015,2.4246058,3.2544239,0.12449563,0.62803352,0.098331228,0.28239495,0.27879179,0.10187147,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3026,Nepal,South Asia,Low income,avg,all,0.71828443,1.9464698,1.5660789,3.7096364,0.16318488,1.2296968,0.1245214,0.28543136,0.6454789,0.29161397,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3027,Nepal,South Asia,Low income,avg,daughter,0.65470523,0.53212941,1.5520517,2.1866705,0.037341766,-0.12217792,0.017397095,0.098094344,0.50113094,0.2193062,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3028,Nepal,South Asia,Low income,avg,son,0.7801199,3.3220205,1.5778898,4.320498,0.28554982,2.5442069,0.2350494,0.43101704,0.73532951,0.40123054,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3029,Nepal,South Asia,Low income,dad,all,1.2096022,1.952168,2.5046046,3.7167149,0.15845996,0.76653492,0.12799668,0.2764571,0.37316698,0.29013172,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3030,Nepal,South Asia,Low income,dad,daughter,1.0861148,0.53559601,2.409241,2.1928878,0.035109431,-0.51972002,0.018433876,0.097865328,0.28189412,0.23291869,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3031,Nepal,South Asia,Low income,dad,son,1.3294986,3.3275454,2.5893641,4.3274317,0.27827221,2.0158937,0.24023288,0.41802207,0.44962609,0.32580274,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3032,Nepal,South Asia,Low income,max,all,1.2289634,1.9464698,2.5122125,3.7096364,0.15767428,0.74543899,0.1245214,0.28544936,0.3439737,0.29013172,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3033,Nepal,South Asia,Low income,max,daughter,1.0989391,0.53212941,2.4326258,2.1866705,0.034265921,-0.52815551,0.017397095,0.097223051,0.28189412,0.23291869,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3034,Nepal,South Asia,Low income,max,son,1.3554217,3.3220205,2.5821607,4.320498,0.27760917,1.9831868,0.2350494,0.4307701,0.40060914,0.32580274,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3035,Nepal,South Asia,Low income,mom,all,0.23693615,1.9446599,1.1207731,3.709167,0.19011609,1.7121817,0.17468099,0.58117759,0.0,0.23823287,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3036,Nepal,South Asia,Low income,mom,daughter,0.23431896,0.53706473,1.1729124,2.1924055,0.046351358,0.31096372,0.03185137,0.42175707,0.0,0.32146063,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3038,Nepal,South Asia,Low income,avg,all,0.99071145,2.7025599,1.8408296,4.1721153,0.21918401,1.7136358,0.1652652,0.34041825,0.51452368,0.47188717,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3039,Nepal,South Asia,Low income,avg,daughter,0.98322052,1.0946124,1.8641934,2.8799968,0.070171341,0.11191715,0.037320305,0.12945712,0.35163093,0.31192842,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3040,Nepal,South Asia,Low income,avg,son,0.99947453,4.5835624,1.8138654,4.6382952,0.39354169,3.587785,0.31723085,0.57596028,0.71520156,0.6111716,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3041,Nepal,South Asia,Low income,dad,all,1.6748956,2.7053034,2.945874,4.1733327,0.20810427,1.0856942,0.16681397,0.34086218,0.41184524,0.17189822,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3042,Nepal,South Asia,Low income,dad,daughter,1.6170119,1.0973777,2.9195611,2.8773413,0.061766677,-0.45766783,0.038951498,0.13472019,0.11812676,0.090275258,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3043,Nepal,South Asia,Low income,dad,son,1.7426399,4.5871406,2.9761767,4.642642,0.37953377,2.8936901,0.31947127,0.57413411,0.56652838,0.27660722,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3044,Nepal,South Asia,Low income,max,all,1.7135049,2.7025599,2.9627399,4.1721153,0.20742729,1.0442016,0.1652652,0.33906785,0.4020445,0.17120357,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3045,Nepal,South Asia,Low income,max,daughter,1.6642883,1.0946124,2.9434221,2.8799968,0.06075222,-0.5078665,0.037320305,0.13272727,0.11812676,0.08861053,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3046,Nepal,South Asia,Low income,max,son,1.7710795,4.5835624,2.9853973,4.6382952,0.37917364,2.8615656,0.31723085,0.5760479,0.54620141,0.2807734,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3047,Nepal,South Asia,Low income,mom,all,0.30844924,2.7109475,1.296639,4.1761503,0.25189507,2.4029343,0.23726285,0.50154042,0.77862626,0.51885992,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3048,Nepal,South Asia,Low income,mom,daughter,0.34744623,1.091634,1.3619686,2.8668153,0.091251589,0.74418777,0.072062619,0.37061098,0.71229941,0.55694258,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3049,Nepal,South Asia,Low income,mom,son,0.26291916,4.6015415,1.2149096,4.6455359,0.43952459,4.3403292,0.42675975,0.72477806,0.82160789,0.45011413,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3050,Nepal,South Asia,Low income,avg,all,1.4150534,3.8976874,2.2979074,4.6449547,0.32502642,2.4912653,0.27663928,0.3849017,0.61872721,0.38690704,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3051,Nepal,South Asia,Low income,avg,daughter,1.451758,2.3599582,2.2918818,3.8958521,0.17151737,0.91201854,0.10802272,0.25288767,0.50405633,0.2716912,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3052,Nepal,South Asia,Low income,avg,son,1.3613111,6.1492019,2.3065081,4.7353678,0.55039471,4.8097749,0.50877398,0.61946183,0.7632513,0.55269736,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3053,Nepal,South Asia,Low income,dad,all,2.3076015,3.8982198,3.4486136,4.6449561,0.30362621,1.6609257,0.27781963,0.38197416,0.3919645,0.20444009,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3054,Nepal,South Asia,Low income,dad,daughter,2.3360536,2.365881,3.3873284,3.9028902,0.15160315,0.0796353,0.11005422,0.24910568,0.28409213,0.091953978,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3055,Nepal,South Asia,Low income,dad,son,2.2658687,6.145793,3.537446,4.7324023,0.52781039,3.992811,0.51056778,0.61843079,0.56759924,0.34581888,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3056,Nepal,South Asia,Low income,max,all,2.3398936,3.8976874,3.4632113,4.6449547,0.30268556,1.6283275,0.27663928,0.37981039,0.39121428,0.20696269,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3057,Nepal,South Asia,Low income,max,daughter,2.3766971,2.3599582,3.4073865,3.8958521,0.14991619,0.033114184,0.10802272,0.24470668,0.28690466,0.095046647,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3058,Nepal,South Asia,Low income,max,son,2.2860067,6.1492019,3.5439594,4.7353678,0.52751797,3.9760208,0.50877398,0.62199217,0.55906898,0.35050002,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3059,Nepal,South Asia,Low income,mom,all,0.53166825,3.9034276,1.7941332,4.6370339,0.3743273,3.37692,0.35725838,0.56509411,0.54476869,0.57077032,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3060,Nepal,South Asia,Low income,mom,daughter,0.58344257,2.3672523,1.8557481,3.8952594,0.22045724,1.7891232,0.19504206,0.46944416,0.46137375,0.48224005,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3061,Nepal,South Asia,Low income,mom,son,0.45585015,6.152998,1.6977082,4.7186465,0.59930277,5.6984587,0.58807015,0.77922469,0.84640026,0.64077032,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3062,Nepal,South Asia,Low income,avg,all,2.0872953,6.0079246,2.7860062,5.034061,0.48920473,3.9524231,0.43384758,0.52042586,0.70402443,0.50198323,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3063,Nepal,South Asia,Low income,avg,daughter,2.0657089,4.9174337,2.7220016,5.0119014,0.38138828,2.8657162,0.30512708,0.43412602,0.63081074,0.40731433,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3064,Nepal,South Asia,Low income,avg,son,2.1213698,7.7292933,2.8847477,4.5680261,0.66049427,5.6788898,0.62596905,0.68127352,0.82034117,0.60461742,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3065,Nepal,South Asia,Low income,dad,all,3.2539339,6.0104156,3.9652712,5.0314231,0.45132104,2.8440032,0.43714637,0.5016247,0.5758819,0.36507684,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3066,Nepal,South Asia,Low income,dad,daughter,3.1633854,4.9243364,3.8513763,5.0085783,0.34960687,1.8065516,0.31130821,0.43068951,0.53332669,0.29248855,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3067,Nepal,South Asia,Low income,dad,son,3.3975446,7.7329483,4.136735,4.566721,0.61491603,4.512619,0.62720227,0.6548363,0.61244953,0.47509748,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3068,Nepal,South Asia,Low income,max,all,3.3201334,6.0079246,3.9793861,5.034061,0.44855255,2.7760708,0.43384758,0.49655625,0.58574283,0.36029711,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3069,Nepal,South Asia,Low income,max,daughter,3.2240596,4.9174337,3.8604319,5.0119014,0.34631374,1.738639,0.30512708,0.42648798,0.55186379,0.28895152,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3070,Nepal,South Asia,Low income,max,son,3.4717889,7.7292933,4.157043,4.5680261,0.6124289,4.4389482,0.62596905,0.64866143,0.61394989,0.46988067,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3071,Nepal,South Asia,Low income,mom,all,0.9263854,5.9876275,2.3780584,5.0248971,0.55144703,5.0761008,0.53101897,0.69487441,0.82477349,0.61100894,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3072,Nepal,South Asia,Low income,mom,daughter,0.97682804,4.8950481,2.3504722,4.9919229,0.44457123,3.9278274,0.41027245,0.64757288,0.77080828,0.53960592,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3073,Nepal,South Asia,Low income,mom,son,0.84588909,7.7311649,2.4200382,4.5656872,0.7222389,6.9110866,0.71348739,0.8425914,0.91818309,0.68011153,0.683,0.63,0.895,0.965,0.241,Southern Asia,-1.42,77,276.0,10.0,25
3074,Pakistan,South Asia,Lower middle income,avg,all,3.4697649,7.6994133,3.8648291,5.2725582,0.50039786,4.3123879,0.4059118,0.6463781,0.65490043,0.68954754,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3075,Pakistan,South Asia,Lower middle income,avg,daughter,4.1639905,8.1986876,4.0151811,5.7126184,0.55211008,4.1391683,0.40374857,0.70251065,0.7356109,0.84605962,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3076,Pakistan,South Asia,Lower middle income,avg,son,3.1230955,7.4500947,3.7402782,5.0209255,0.47478938,4.3981681,0.40680262,0.61086929,0.60011083,0.58030194,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3077,Pakistan,South Asia,Lower middle income,dad,all,4.8496118,7.6554708,5.0760107,5.2534461,0.46226817,3.1558731,0.42366797,0.61153054,0.51291507,0.55102772,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3078,Pakistan,South Asia,Lower middle income,dad,daughter,5.7196069,8.1629829,5.191153,5.6861143,0.50850838,2.8830345,0.43045989,0.69468272,0.61776203,0.62424308,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3079,Pakistan,South Asia,Lower middle income,dad,son,4.4181461,7.4037752,4.9625049,5.0069923,0.44007865,3.2868018,0.4208231,0.56737328,0.44220802,0.50240648,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3080,Pakistan,South Asia,Lower middle income,max,all,5.232832,7.6994133,5.1236744,5.2725582,0.4512451,2.82546,0.4059118,0.59761351,0.51296997,0.5259642,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3081,Pakistan,South Asia,Lower middle income,max,daughter,6.1555457,8.1986876,5.1731629,5.7126184,0.49658617,2.4786685,0.40374857,0.66136241,0.62082481,0.61723799,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3082,Pakistan,South Asia,Lower middle income,max,son,4.7720642,7.4500947,5.0367694,5.0209255,0.42942825,2.9923265,0.40680262,0.56250238,0.4378922,0.47194156,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3083,Pakistan,South Asia,Lower middle income,mom,all,2.0547204,7.7575531,3.8334103,5.2229638,0.55136663,5.822587,0.52107203,0.83461773,0.71669054,0.66057646,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3084,Pakistan,South Asia,Lower middle income,mom,daughter,2.557826,8.3390999,4.0839319,5.6197953,0.59826303,5.9266829,0.54748154,0.85757118,0.86014885,0.79415584,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3085,Pakistan,South Asia,Lower middle income,mom,son,1.8067591,7.4709311,3.6791048,4.9918432,0.52840292,5.7716146,0.50890768,0.81376785,0.61701876,0.60559654,0.556,0.316,0.811,0.944,0.154,Southern Asia,-2.6,82,591.0,16.0,31
3086,Peru,Latin America & Caribbean,Upper middle income,avg,all,2.7801905,6.1549296,3.3932607,5.3986344,0.44429457,3.4312737,0.39625591,0.56414938,0.71448624,0.29861212,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3087,Peru,Latin America & Caribbean,Upper middle income,avg,daughter,2.7555087,4.5513935,3.5305851,5.2589922,0.2892175,1.8525337,0.224971,0.48134181,0.488947,0.24583532,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3088,Peru,Latin America & Caribbean,Upper middle income,avg,son,2.7918143,6.9101105,3.3274655,5.2988801,0.51698065,4.1712441,0.4783515,0.6000151,0.80307549,0.32918257,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3089,Peru,Latin America & Caribbean,Upper middle income,dad,all,3.3661146,6.1340461,3.9005256,5.3828607,0.43415996,2.881984,0.40030229,0.58500189,0.63013911,0.32341167,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3090,Peru,Latin America & Caribbean,Upper middle income,dad,daughter,3.2987995,4.5205894,4.0333195,5.2286973,0.28102463,1.329302,0.23246053,0.47605777,0.7197659,0.17537205,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3091,Peru,Latin America & Caribbean,Upper middle income,dad,son,3.3977728,6.8928571,3.8370728,5.2874556,0.50578547,3.6082149,0.48057589,0.63385201,0.60218978,0.39397731,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3092,Peru,Latin America & Caribbean,Upper middle income,max,all,3.467001,6.1549296,3.9366891,5.3986344,0.42846394,2.80509,0.39625591,0.57164717,0.63818783,0.30305707,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3093,Peru,Latin America & Caribbean,Upper middle income,max,daughter,3.4564023,4.5513935,4.0750318,5.2589922,0.27411932,1.2028245,0.224971,0.46443844,0.7096774,0.1785159,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3094,Peru,Latin America & Caribbean,Upper middle income,max,son,3.4719923,6.9101105,3.8708534,5.2988801,0.50075316,3.5555305,0.4783515,0.61966336,0.61892021,0.36574259,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3095,Peru,Latin America & Caribbean,Upper middle income,mom,all,2.0934072,5.9075456,3.2515197,5.3528872,0.46557456,3.8509147,0.42973989,0.70077199,0.79557681,0.3619079,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3096,Peru,Latin America & Caribbean,Upper middle income,mom,daughter,2.0704756,4.333015,3.3785701,5.1729774,0.31228474,2.3222218,0.26684597,0.62098801,0.76865673,0.26045865,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3097,Peru,Latin America & Caribbean,Upper middle income,mom,son,2.1045301,6.6712608,3.1887777,5.2723441,0.53958142,4.588953,0.50979555,0.73525155,0.80255944,0.41778603,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3098,Peru,Latin America & Caribbean,Upper middle income,avg,all,3.433881,8.3403254,3.5891557,5.1599908,0.65751845,4.9974256,0.62072855,0.74091488,0.81910056,0.52075946,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3099,Peru,Latin America & Caribbean,Upper middle income,avg,daughter,3.6523006,7.3579569,3.7880132,5.6088552,0.53793859,3.7907326,0.44623977,0.7216264,0.70935071,0.53866953,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3100,Peru,Latin America & Caribbean,Upper middle income,avg,son,3.3475559,8.7285833,3.5043151,4.9185381,0.70411295,5.4676151,0.6875307,0.74786144,0.86826473,0.51174498,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3101,Peru,Latin America & Caribbean,Upper middle income,dad,all,4.1208024,8.3255043,4.0376329,5.1543589,0.63402689,4.3533282,0.62848628,0.73989183,0.79259384,0.4174667,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3102,Peru,Latin America & Caribbean,Upper middle income,dad,daughter,4.4184275,7.324614,4.3250828,5.5918808,0.50472474,3.1079483,0.45101056,0.72331238,0.61857593,0.37891936,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3103,Peru,Latin America & Caribbean,Upper middle income,dad,son,4.0029349,8.7218847,3.912406,4.9153218,0.68402326,4.8348708,0.69578254,0.74581856,0.88001359,0.4353002,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3104,Peru,Latin America & Caribbean,Upper middle income,max,all,4.2565827,8.3403254,4.0651798,5.1599908,0.6282804,4.2336082,0.62072855,0.73722869,0.76822311,0.42126527,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3105,Peru,Latin America & Caribbean,Upper middle income,max,daughter,4.5219631,7.3579569,4.3239942,5.6088552,0.50225735,3.043041,0.44623977,0.71668667,0.64616477,0.37454414,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
3106,Peru,Latin America & Caribbean,Upper middle income,max,son,4.1516967,8.7285833,3.9540212,4.9185381,0.67681658,4.6921401,0.6875307,0.74430561,0.83889139,0.44140798,0.721,0.629,0.981,0.964,0.31,Latin America and the Caribbean,-0.55,82,2299.0,76.0,26
